,time,DiaSemana,Ano,Mes,Dia,Hora,Temp,dia_año,semana,sintetic
3526,2002-05-27 22:00:00,0,2002,5,27,22,17.80838677755264,147,21,0
3527,2002-05-27 23:00:00,0,2002,5,27,23,18.00263128106735,147,21,0
3528,2003-05-28 00:00:00,2,2003,5,28,0,13.42340540366473,148,22,0
3529,2003-05-28 01:00:00,2,2003,5,28,1,13.655792464233173,148,22,0
3530,2003-05-28 02:00:00,2,2003,5,28,2,13.773045509991164,148,22,0
3531,2003-05-28 03:00:00,2,2003,5,28,3,12.128677494783176,148,22,0
3532,2003-05-28 04:00:00,2,2003,5,28,4,12.159050271696344,148,22,0
3533,2003-05-28 05:00:00,2,2003,5,28,5,11.85532250256432,148,22,0
3534,2003-05-28 06:00:00,2,2003,5,28,6,11.688625401366266,148,22,0
3535,2003-05-28 07:00:00,2,2003,5,28,7,11.505682396237887,148,22,0
3536,2003-05-28 08:00:00,2,2003,5,28,8,10.97380562843216,148,22,0
3537,2003-05-28 09:00:00,2,2003,5,28,9,9.471412686702195,148,22,0
3538,2003-05-28 10:00:00,2,2003,5,28,10,10.415087801959032,148,22,0
3539,2003-05-28 11:00:00,2,2003,5,28,11,10.020241702087333,148,22,0
3540,2003-05-28 12:00:00,2,2003,5,28,12,10.368469121115481,148,22,0
3541,2003-05-28 13:00:00,2,2003,5,28,13,10.780267468566649,148,22,0
3542,2003-05-28 14:00:00,2,2003,5,28,14,11.018305278328285,148,22,0
3543,2003-05-28 15:00:00,2,2003,5,28,15,15.49087326471016,148,22,0
3544,2003-05-28 16:00:00,2,2003,5,28,16,15.339715723793233,148,22,0
3545,2003-05-28 17:00:00,2,2003,5,28,17,15.400461277619684,148,22,0
3546,2003-05-28 18:00:00,2,2003,5,28,18,15.297335104844592,148,22,0
3547,2003-05-28 19:00:00,2,2003,5,28,19,15.216811928842162,148,22,0
3548,2003-05-28 20:00:00,2,2003,5,28,20,14.749212433108596,148,22,0
3549,2003-05-28 21:00:00,2,2003,5,28,21,12.046741631482405,148,22,0
3550,2003-05-28 22:00:00,2,2003,5,28,22,9.154970731885555,148,22,0
3551,2003-05-28 23:00:00,2,2003,5,28,23,9.077272930479694,148,22,0
3552,2003-05-29 00:00:00,3,2003,5,29,0,9.32873126957503,149,22,0
3553,2003-05-29 01:00:00,3,2003,5,29,1,9.773727768535991,149,22,0
3554,2003-05-29 02:00:00,3,2003,5,29,2,9.900869625381972,149,22,0
3555,2003-05-29 03:00:00,3,2003,5,29,3,10.24556532616441,149,22,0
3556,2003-05-29 04:00:00,3,2003,5,29,4,10.236382858725506,149,22,0
3557,2003-05-29 05:00:00,3,2003,5,29,5,10.588141995999365,149,22,0
3558,2003-05-29 06:00:00,3,2003,5,29,6,10.630522614948063,149,22,0
3559,2003-05-29 07:00:00,3,2003,5,29,7,9.970091302998128,149,22,0
3560,2003-05-29 08:00:00,3,2003,5,29,8,9.626101945864832,149,22,0
3561,2003-05-29 09:00:00,3,2003,5,29,9,9.295533118065293,149,22,0
3562,2003-05-29 10:00:00,3,2003,5,29,10,11.233033747668173,149,22,0
3563,2003-05-29 11:00:00,3,2003,5,29,11,11.645538438768426,149,22,0
3564,2003-05-29 12:00:00,3,2003,5,29,12,12.479730288407893,149,22,0
3565,2003-05-29 13:00:00,3,2003,5,29,13,13.08436045207543,149,22,0
3566,2003-05-29 14:00:00,3,2003,5,29,14,13.973647106348153,149,22,0
3567,2003-05-29 15:00:00,3,2003,5,29,15,19.880799044142123,149,22,0
3568,2003-05-29 16:00:00,3,2003,5,29,16,20.332152635945363,149,22,0
3569,2003-05-29 17:00:00,3,2003,5,29,17,20.628110624936824,149,22,0
3570,2003-05-29 18:00:00,3,2003,5,29,18,20.339922416085926,149,22,0
3571,2003-05-29 19:00:00,3,2003,5,29,19,19.917528913897627,149,22,0
3572,2003-05-29 20:00:00,3,2003,5,29,20,19.30512897008947,149,22,0
3573,2003-05-29 21:00:00,3,2003,5,29,21,17.27651000974697,149,22,0
3574,2003-05-29 22:00:00,3,2003,5,29,22,15.15959809326148,149,22,0
3575,2003-05-29 23:00:00,3,2003,5,29,23,14.672927319001019,149,22,0
3576,2003-05-30 00:00:00,4,2003,5,30,0,14.211684916109789,150,22,0
3577,2003-05-30 01:00:00,4,2003,5,30,1,13.921377676311465,150,22,0
3578,2003-05-30 02:00:00,4,2003,5,30,2,14.118447554422744,150,22,0
3579,2003-05-30 03:00:00,4,2003,5,30,3,13.112614198041229,150,22,0
3580,2003-05-30 04:00:00,4,2003,5,30,4,13.046924238670783,150,22,0
3581,2003-05-30 05:00:00,4,2003,5,30,5,13.053987675162205,150,22,0
3582,2003-05-30 06:00:00,4,2003,5,30,6,13.159939222533865,150,22,0
3583,2003-05-30 07:00:00,4,2003,5,30,7,13.268716144502093,150,22,0
3584,2003-05-30 08:00:00,4,2003,5,30,8,13.395858001348074,150,22,0
3585,2003-05-30 09:00:00,4,2003,5,30,9,13.316747512643929,150,22,0
3586,2003-05-30 10:00:00,4,2003,5,30,10,14.336707742008343,150,22,0
3587,2003-05-30 11:00:00,4,2003,5,30,11,14.309866683340829,150,22,0
3588,2003-05-30 12:00:00,4,2003,5,30,12,14.49987312496063,150,22,0
3589,2003-05-30 13:00:00,4,2003,5,30,13,14.731553841879986,150,22,0
3590,2003-05-30 14:00:00,4,2003,5,30,14,15.047995796696625,150,22,0
3591,2003-05-30 15:00:00,4,2003,5,30,15,19.76001428013842,150,22,0
3592,2003-05-30 16:00:00,4,2003,5,30,16,20.019242399374377,150,22,0
3593,2003-05-30 17:00:00,4,2003,5,30,17,20.46423889833534,150,22,0
3594,2003-05-30 18:00:00,4,2003,5,30,18,20.63658674872653,150,22,0
3595,2003-05-30 19:00:00,4,2003,5,30,19,20.56242066556638,150,22,0
3596,2003-05-30 20:00:00,4,2003,5,30,20,20.251629459942876,150,22,0
3597,2003-05-30 21:00:00,4,2003,5,30,21,18.09374961180697,150,22,0
3598,2003-05-30 22:00:00,4,2003,5,30,22,16.733331743555027,150,22,0
3599,2003-05-30 23:00:00,4,2003,5,30,23,16.766529895064764,150,22,0
3600,2003-05-31 00:00:00,5,2003,5,31,0,16.718498526922986,151,22,0
3601,2003-05-31 01:00:00,5,2003,5,31,1,16.622435790639372,151,22,0
3602,2003-05-31 02:00:00,5,2003,5,31,2,16.32930317624448,151,22,0
3603,2003-05-31 03:00:00,5,2003,5,31,3,16.42395322522981,151,22,0
3604,2003-05-31 04:00:00,5,2003,5,31,4,16.06089258956962,151,22,0
3605,2003-05-31 05:00:00,5,2003,5,31,5,15.649800585767593,151,22,0
3606,2003-05-31 06:00:00,5,2003,5,31,6,15.678760675382534,151,22,0
3607,2003-05-31 07:00:00,5,2003,5,31,7,15.879362271739524,151,22,0
3608,2003-05-31 08:00:00,5,2003,5,31,8,15.681586049979103,151,22,0
3609,2003-05-31 09:00:00,5,2003,5,31,9,14.68776053563306,151,22,0
3610,2003-05-31 10:00:00,5,2003,5,31,10,13.96517098255839,151,22,0
3611,2003-05-31 11:00:00,5,2003,5,31,11,13.749029825920218,151,22,0
3612,2003-05-31 12:00:00,5,2003,5,31,12,13.707355550620719,151,22,0
3613,2003-05-31 13:00:00,5,2003,5,31,13,13.788585070272347,151,22,0
3614,2003-05-31 14:00:00,5,2003,5,31,14,14.352953645938612,151,22,0
3615,2003-05-31 15:00:00,5,2003,5,31,15,16.608308917656473,151,22,0
3616,2003-05-31 16:00:00,5,2003,5,31,16,16.40982635224691,151,22,0
3617,2003-05-31 17:00:00,5,2003,5,31,17,15.971893289777427,151,22,0
3618,2003-05-31 18:00:00,5,2003,5,31,18,15.636380056433893,151,22,0
3619,2003-05-31 19:00:00,5,2003,5,31,19,15.382096342741931,151,22,0
3620,2003-05-31 20:00:00,5,2003,5,31,20,14.97241702623819,151,22,0
3621,2003-05-31 21:00:00,5,2003,5,31,21,13.68333986654983,151,22,0
3622,2003-05-31 22:00:00,5,2003,5,31,22,11.494380897851556,151,22,0
3623,2003-05-31 23:00:00,5,2003,5,31,23,11.755728048034939,151,22,0
3624,2003-06-01 00:00:00,6,2003,6,1,0,11.726767958420055,152,22,0
3625,2003-06-01 01:00:00,6,2003,6,1,1,11.536055173151055,152,22,0
3626,2003-06-01 02:00:00,6,2003,6,1,2,11.026075058468848,152,22,0
3627,2003-06-01 03:00:00,6,2003,6,1,3,9.91358381106653,152,22,0
3628,2003-06-01 04:00:00,6,2003,6,1,4,9.905107687276825,152,22,0
3629,2003-06-01 05:00:00,6,2003,6,1,5,9.862727068328184,152,22,0
3630,2003-06-01 06:00:00,6,2003,6,1,6,9.451635064526158,152,22,0
3631,2003-06-01 07:00:00,6,2003,6,1,7,9.486245903334236,152,22,0
3632,2003-06-01 08:00:00,6,2003,6,1,8,9.708744152814688,152,22,0
3633,2003-06-01 09:00:00,6,2003,6,1,9,9.166272230271886,152,22,0
3634,2003-06-01 10:00:00,6,2003,6,1,10,9.688966530638652,152,22,0
3635,2003-06-01 11:00:00,6,2003,6,1,11,9.44880968992959,152,22,0
3636,2003-06-01 12:00:00,6,2003,6,1,12,10.330326564061693,152,22,0
3637,2003-06-01 13:00:00,6,2003,6,1,13,10.852314520779373,152,22,0
3638,2003-06-01 14:00:00,6,2003,6,1,14,13.67274471181264,152,22,0
3639,2003-06-01 15:00:00,6,2003,6,1,15,19.364461836617636,152,22,0
3640,2003-06-01 16:00:00,6,2003,6,1,16,19.63569779788901,152,22,0
3641,2003-06-01 17:00:00,6,2003,6,1,17,20.183114125975862,152,22,0
3642,2003-06-01 18:00:00,6,2003,6,1,18,20.284121267803528,152,22,0
3643,2003-06-01 19:00:00,6,2003,6,1,19,20.34133510338421,152,22,0
3644,2003-06-01 20:00:00,6,2003,6,1,20,19.93942556702109,152,22,0
3645,2003-06-01 21:00:00,6,2003,6,1,21,18.839648505303387,152,22,0
3646,2003-06-01 22:00:00,6,2003,6,1,22,17.40718358483872,152,22,0
3647,2003-06-01 23:00:00,6,2003,6,1,23,17.355620498451174,152,22,0
3648,2003-06-02 00:00:00,0,2003,6,2,0,17.429786581611324,153,22,0
3649,2003-06-02 01:00:00,0,2003,6,2,1,17.422016801470704,153,22,0
3650,2003-06-02 02:00:00,0,2003,6,2,2,16.92686990342054,153,22,0
3651,2003-06-02 03:00:00,0,2003,6,2,3,17.42413583241813,153,22,0
3652,2003-06-02 04:00:00,0,2003,6,2,4,17.34008093816999,153,22,0
3653,2003-06-02 05:00:00,0,2003,6,2,5,16.791251922784852,153,22,0
3654,2003-06-02 06:00:00,0,2003,6,2,6,16.83221985443521,153,22,0
3655,2003-06-02 07:00:00,0,2003,6,2,7,16.897909813805654,153,22,0
3656,2003-06-02 08:00:00,0,2003,6,2,8,16.563809267760348,153,22,0
3657,2003-06-02 09:00:00,0,2003,6,2,9,15.88501302093266,153,22,0
3658,2003-06-02 10:00:00,0,2003,6,2,10,13.809069036097526,153,22,0
3659,2003-06-02 11:00:00,0,2003,6,2,11,13.300501608713603,153,22,0
3660,2003-06-02 12:00:00,0,2003,6,2,12,13.224216494606026,153,22,0
3661,2003-06-02 13:00:00,0,2003,6,2,13,13.201613497833364,153,22,0
3662,2003-06-02 14:00:00,0,2003,6,2,14,13.516642765351776,153,22,0
3663,2003-06-02 15:00:00,0,2003,6,2,15,13.134510851164691,153,22,0
3664,2003-06-02 16:00:00,0,2003,6,2,16,13.258827333414104,153,22,0
3665,2003-06-02 17:00:00,0,2003,6,2,17,12.83855286217323,153,22,0
3666,2003-06-02 18:00:00,0,2003,6,2,18,12.500920597882214,153,22,0
3667,2003-06-02 19:00:00,0,2003,6,2,19,12.515047470865113,153,22,0
3668,2003-06-02 20:00:00,0,2003,6,2,20,12.228978292961642,153,22,0
3669,2003-06-02 21:00:00,0,2003,6,2,21,10.949083600712129,153,22,0
3670,2003-06-02 22:00:00,0,2003,6,2,22,9.942543900681471,153,22,0
3671,2003-06-02 23:00:00,0,2003,6,2,23,9.985630863279255,153,22,0
3672,2003-06-03 00:00:00,1,2003,6,3,0,10.076749194018873,154,22,0
3673,2003-06-03 01:00:00,1,2003,6,3,1,10.19258955247858,154,22,0
3674,2003-06-03 02:00:00,1,2003,6,3,2,10.130431311353846,154,22,0
3675,2003-06-03 03:00:00,1,2003,6,3,3,9.440333566139884,154,22,0
3676,2003-06-03 04:00:00,1,2003,6,3,4,9.624689258566548,154,22,0
3677,2003-06-03 05:00:00,1,2003,6,3,5,9.376056294067723,154,22,0
3678,2003-06-03 06:00:00,1,2003,6,3,6,9.216422629361091,154,22,0
3679,2003-06-03 07:00:00,1,2003,6,3,7,9.027828875039575,154,22,0
3680,2003-06-03 08:00:00,1,2003,6,3,8,8.784140316084802,154,22,0
3681,2003-06-03 09:00:00,1,2003,6,3,9,8.019876487710633,154,22,0
3682,2003-06-03 10:00:00,1,2003,6,3,10,8.399183027301149,154,22,0
3683,2003-06-03 11:00:00,1,2003,6,3,11,8.62803836962388,154,22,0
3684,2003-06-03 12:00:00,1,2003,6,3,12,9.045487466268185,154,22,0
3685,2003-06-03 13:00:00,1,2003,6,3,13,8.873845959526136,154,22,0
3686,2003-06-03 14:00:00,1,2003,6,3,14,9.640935162496874,154,22,0
3687,2003-06-03 15:00:00,1,2003,6,3,15,12.346231338719633,154,22,0
3688,2003-06-03 16:00:00,1,2003,6,3,16,12.23604172945312,154,22,0
3689,2003-06-03 17:00:00,1,2003,6,3,17,12.127264807484892,154,22,0
3690,2003-06-03 18:00:00,1,2003,6,3,18,12.065106566360157,154,22,0
3691,2003-06-03 19:00:00,1,2003,6,3,19,11.87651281203864,154,22,0
3692,2003-06-03 20:00:00,1,2003,6,3,20,11.791751574141301,154,22,0
3693,2003-06-03 21:00:00,1,2003,6,3,21,7.997273490938028,154,22,0
3694,2003-06-03 22:00:00,1,2003,6,3,22,5.953821313963488,154,22,0
3695,2003-06-03 23:00:00,1,2003,6,3,23,6.469452177838832,154,22,0
3696,2006-06-04 00:00:00,6,2006,6,4,0,13.303326983310171,155,23,0
3697,2006-06-04 01:00:00,6,2006,6,4,1,13.369016942680616,155,23,0
3698,2006-06-04 02:00:00,6,2006,6,4,2,13.488389019385977,155,23,0
3699,2006-06-04 03:00:00,6,2006,6,4,3,13.085066795724572,155,23,0
3700,2006-06-04 04:00:00,6,2006,6,4,4,13.173359751867622,155,23,0
3701,2006-06-04 05:00:00,6,2006,6,4,5,13.256001958817478,155,23,0
3702,2006-06-04 06:00:00,6,2006,6,4,6,13.150050411445875,155,23,0
3703,2006-06-04 07:00:00,6,2006,6,4,7,13.088598513970283,155,23,0
3704,2006-06-04 08:00:00,6,2006,6,4,8,13.215034027167121,155,23,0
3705,2006-06-04 09:00:00,6,2006,6,4,9,12.522110907356534,155,23,0
3706,2006-06-04 10:00:00,6,2006,6,4,10,11.443524155113153,155,23,0
3707,2006-06-04 11:00:00,6,2006,6,4,11,10.915885449202335,155,23,0
3708,2006-06-04 12:00:00,6,2006,6,4,12,10.694093543371025,155,23,0
3709,2006-06-04 13:00:00,6,2006,6,4,13,10.779561124917507,155,23,0
3710,2006-06-04 14:00:00,6,2006,6,4,14,11.141915416928555,155,23,0
3711,2006-06-04 15:00:00,6,2006,6,4,15,13.621887969074237,155,23,0
3712,2006-06-04 16:00:00,6,2006,6,4,16,13.941155298487502,155,23,0
3713,2006-06-04 17:00:00,6,2006,6,4,17,14.350834614991186,155,23,0
3714,2006-06-04 18:00:00,6,2006,6,4,18,14.296446154007072,155,23,0
3715,2006-06-04 19:00:00,6,2006,6,4,19,14.26042262790071,155,23,0
3716,2006-06-04 20:00:00,6,2006,6,4,20,13.955988515119543,155,23,0
3717,2006-06-04 21:00:00,6,2006,6,4,21,13.010194368915279,155,23,0
3718,2006-06-04 22:00:00,6,2006,6,4,22,11.046559024294027,155,23,0
3719,2006-06-04 23:00:00,6,2006,6,4,23,10.931425009483519,155,23,0
3720,2006-06-05 00:00:00,0,2006,6,5,0,10.78379918681236,156,23,0
3721,2006-06-05 01:00:00,0,2006,6,5,1,10.879861923095973,156,23,0
3722,2006-06-05 02:00:00,0,2006,6,5,2,11.025368714819706,156,23,0
3723,2006-06-05 03:00:00,0,2006,6,5,3,9.951020024471234,156,23,0
3724,2006-06-05 04:00:00,0,2006,6,5,4,10.270993697533584,156,23,0
3725,2006-06-05 05:00:00,0,2006,6,5,5,9.787148297869749,156,23,0
3726,2006-06-05 06:00:00,0,2006,6,5,6,9.166272230271886,156,23,0
3727,2006-06-05 07:00:00,0,2006,6,5,7,8.207057554733865,156,23,0
3728,2006-06-05 08:00:00,0,2006,6,5,8,7.832695420687401,156,23,0
3729,2006-06-05 09:00:00,0,2006,6,5,9,7.134827895332762,156,23,0
3730,2006-06-05 10:00:00,0,2006,6,5,10,7.019693880522254,156,23,0
3731,2006-06-05 11:00:00,0,2006,6,5,11,7.097391681928116,156,23,0
3732,2006-06-05 12:00:00,0,2006,6,5,12,7.509896373028425,156,23,0
3733,2006-06-05 13:00:00,0,2006,6,5,13,9.295533118065293,156,23,0
3734,2006-06-05 14:00:00,0,2006,6,5,14,11.723236240174288,156,23,0
3735,2006-06-05 15:00:00,0,2006,6,5,15,15.498643044850724,156,23,0
3736,2006-06-05 16:00:00,0,2006,6,5,16,15.945052231109969,156,23,0
3737,2006-06-05 17:00:00,0,2006,6,5,17,16.334953925437617,156,23,0
3738,2006-06-05 18:00:00,0,2006,6,5,18,16.463508469581882,156,23,0
3739,2006-06-05 19:00:00,0,2006,6,5,19,16.407707321299483,156,23,0
3740,2006-06-05 20:00:00,0,2006,6,5,20,15.92033020338988,156,23,0
3741,2006-06-05 21:00:00,0,2006,6,5,21,12.776394621048496,156,23,0
3742,2006-06-05 22:00:00,0,2006,6,5,22,11.374302477496997,156,23,0
3743,2006-06-05 23:00:00,0,2006,6,5,23,11.176526255736633,156,23,0
3744,2006-06-06 00:00:00,1,2006,6,6,0,10.768965970180318,157,23,0
3745,2006-06-06 01:00:00,1,2006,6,6,1,10.663014422808658,157,23,0
3746,2006-06-06 02:00:00,1,2006,6,6,2,10.538697940559302,157,23,0
3747,2006-06-06 03:00:00,1,2006,6,6,3,10.013178265595911,157,23,0
3748,2006-06-06 04:00:00,1,2006,6,6,4,9.708744152814688,157,23,0
3749,2006-06-06 05:00:00,1,2006,6,6,5,9.836592353309811,157,23,0
3750,2006-06-06 06:00:00,1,2006,6,6,6,10.006821172753632,157,23,0
3751,2006-06-06 07:00:00,1,2006,6,6,7,10.175637304899112,157,23,0
3752,2006-06-06 08:00:00,1,2006,6,6,8,9.990575268823306,157,23,0
3753,2006-06-06 09:00:00,1,2006,6,6,9,10.215192549251185,157,23,0
3754,2006-06-06 10:00:00,1,2006,6,6,10,10.088050692405204,157,23,0
3755,2006-06-06 11:00:00,1,2006,6,6,11,9.72004565120102,157,23,0
3756,2006-06-06 12:00:00,1,2006,6,6,12,10.227200391286658,157,23,0
3757,2006-06-06 13:00:00,1,2006,6,6,13,11.487317461360135,157,23,0
3758,2006-06-06 14:00:00,1,2006,6,6,14,12.997480183230664,157,23,0
3759,2006-06-06 15:00:00,1,2006,6,6,15,16.541206270987743,157,23,0
3760,2006-06-06 16:00:00,1,2006,6,6,16,17.19174877184969,157,23,0
3761,2006-06-06 17:00:00,1,2006,6,6,17,17.532206410737217,157,23,0
3762,2006-06-06 18:00:00,1,2006,6,6,18,17.655816549337487,157,23,0
3763,2006-06-06 19:00:00,1,2006,6,6,19,17.27227194785212,157,23,0
3764,2006-06-06 20:00:00,1,2006,6,6,20,16.676117907974344,157,23,0
3765,2006-06-06 21:00:00,1,2006,6,6,21,15.274025764422845,157,23,0
3766,2006-06-06 22:00:00,1,2006,6,6,22,13.131685476568123,157,23,0
3767,2006-06-06 23:00:00,1,2006,6,6,23,11.902647527056956,157,23,0
3768,2006-06-07 00:00:00,2,2006,6,7,0,11.379246883041048,158,23,0
3769,2006-06-07 01:00:00,2,2006,6,7,1,11.501444334342978,158,23,0
3770,2006-06-07 02:00:00,2,2006,6,7,2,11.489436492307561,158,23,0
3771,2006-06-07 03:00:00,2,2006,6,7,3,10.0654476956326,158,23,0
3772,2006-06-07 04:00:00,2,2006,6,7,4,8.861131773841521,158,23,0
3773,2006-06-07 05:00:00,2,2006,6,7,5,8.729751855100687,158,23,0
3774,2006-06-07 06:00:00,2,2006,6,7,6,9.188875227044491,158,23,0
3775,2006-06-07 07:00:00,2,2006,6,7,7,9.23054950234399,158,23,0
3776,2006-06-07 08:00:00,2,2006,6,7,8,8.95931354107256,158,23,0
3777,2006-06-07 09:00:00,2,2006,6,7,9,9.492602996176515,158,23,0
3778,2006-06-07 10:00:00,2,2006,6,7,10,10.800045090742685,158,23,0
3779,2006-06-07 11:00:00,2,2006,6,7,11,10.954734349905266,158,23,0
3780,2006-06-07 12:00:00,2,2006,6,7,12,11.446349529709721,158,23,0
3781,2006-06-07 13:00:00,2,2006,6,7,13,12.58003108658636,158,23,0
3782,2006-06-07 14:00:00,2,2006,6,7,14,13.963758295260106,158,23,0
3783,2006-06-07 15:00:00,2,2006,6,7,15,19.272637162228875,158,23,0
3784,2006-06-07 16:00:00,2,2006,6,7,16,20.337097041489358,158,23,0
3785,2006-06-07 17:00:00,2,2006,6,7,17,21.346462116116584,158,23,0
3786,2006-06-07 18:00:00,2,2006,6,7,18,21.74060187233914,158,23,0
3787,2006-06-07 19:00:00,2,2006,6,7,19,22.120614755578742,158,23,0
3788,2006-06-07 20:00:00,2,2006,6,7,20,21.80699817535867,158,23,0
3789,2006-06-07 21:00:00,2,2006,6,7,21,20.386541096929477,158,23,0
3790,2006-06-07 22:00:00,2,2006,6,7,22,20.014297993830382,158,23,0
3791,2006-06-07 23:00:00,2,2006,6,7,23,19.825704239508866,158,23,0
3792,2006-06-08 00:00:00,3,2006,6,8,0,19.685141853329128,159,23,0
3793,2006-06-08 01:00:00,3,2006,6,8,1,19.539635061605395,159,23,0
3794,2006-06-08 02:00:00,3,2006,6,8,2,19.490897349814475,159,23,0
3795,2006-06-08 03:00:00,3,2006,6,8,3,19.72893515957611,159,23,0
3796,2006-06-08 04:00:00,3,2006,6,8,4,19.723284410382917,159,23,0
3797,2006-06-08 05:00:00,3,2006,6,8,5,19.356692056477016,159,23,0
3798,2006-06-08 06:00:00,3,2006,6,8,6,19.53186528146483,159,23,0
3799,2006-06-08 07:00:00,3,2006,6,8,7,19.659007138310812,159,23,0
3800,2006-06-08 08:00:00,3,2006,6,8,8,19.69291163346975,159,23,0
3801,2006-06-08 09:00:00,3,2006,6,8,9,19.853957985474608,159,23,0
3802,2006-06-08 10:00:00,3,2006,6,8,10,20.262224614680065,159,23,0
3803,2006-06-08 11:00:00,3,2006,6,8,11,20.621753532094488,159,23,0
3804,2006-06-08 12:00:00,3,2006,6,8,12,20.687443491464933,159,23,0
3805,2006-06-08 13:00:00,3,2006,6,8,13,21.600039486159403,159,23,0
3806,2006-06-08 14:00:00,3,2006,6,8,14,22.26400251635505,159,23,0
3807,2006-06-08 15:00:00,3,2006,6,8,15,25.018742748017928,159,23,0
3808,2006-06-08 16:00:00,3,2006,6,8,16,25.316113424307673,159,23,0
3809,2006-06-08 17:00:00,3,2006,6,8,17,25.795720762076712,159,23,0
3810,2006-06-08 18:00:00,3,2006,6,8,18,25.989258921942223,159,23,0
3811,2006-06-08 19:00:00,3,2006,6,8,19,24.941044946612067,159,23,0
3812,2006-06-08 20:00:00,3,2006,6,8,20,24.491810385756253,159,23,0
3813,2006-06-08 21:00:00,3,2006,6,8,21,23.227455253787923,159,23,0
3814,2006-06-08 22:00:00,3,2006,6,8,22,21.05332950172169,159,23,0
3815,2006-06-08 23:00:00,3,2006,6,8,23,20.646475559814576,159,23,0
3816,2006-06-09 00:00:00,4,2006,6,9,0,20.905703679050532,160,23,0
3817,2006-06-09 01:00:00,4,2006,6,9,1,20.51721467202117,160,23,0
3818,2006-06-09 02:00:00,4,2006,6,9,2,20.602682253567593,160,23,0
3819,2006-06-09 03:00:00,4,2006,6,9,3,17.939766696293532,160,23,0
3820,2006-06-09 04:00:00,4,2006,6,9,4,16.435254723616083,160,23,0
3821,2006-06-09 05:00:00,4,2006,6,9,5,14.410167481519352,160,23,0
3822,2006-06-09 06:00:00,4,2006,6,9,6,13.578094662827311,160,23,0
3823,2006-06-09 07:00:00,4,2006,6,9,7,14.097257244948366,160,23,0
3824,2006-06-09 08:00:00,4,2006,6,9,8,14.640435511140367,160,23,0
3825,2006-06-09 09:00:00,4,2006,6,9,9,14.474444753591456,160,23,0
3826,2006-06-09 10:00:00,4,2006,6,9,10,13.595753254055921,160,23,0
3827,2006-06-09 11:00:00,4,2006,6,9,11,13.292731828572983,160,23,0
3828,2006-06-09 12:00:00,4,2006,6,9,12,13.37325500457547,160,23,0
3829,2006-06-09 13:00:00,4,2006,6,9,13,13.174772439165906,160,23,0
3830,2006-06-09 14:00:00,4,2006,6,9,14,13.17618512646419,160,23,0
3831,2006-06-09 15:00:00,4,2006,6,9,15,13.980710542839574,160,23,0
3832,2006-06-09 16:00:00,4,2006,6,9,16,13.505341266965445,160,23,0
3833,2006-06-09 17:00:00,4,2006,6,9,17,13.578801006476453,160,23,0
3834,2006-06-09 18:00:00,4,2006,6,9,18,13.44388936948991,160,23,0
3835,2006-06-09 19:00:00,4,2006,6,9,19,13.118264947234366,160,23,0
3836,2006-06-09 20:00:00,4,2006,6,9,20,12.844203611366368,160,23,0
3837,2006-06-09 21:00:00,4,2006,6,9,21,11.909004619899292,160,23,0
3838,2006-06-09 22:00:00,4,2006,6,9,22,11.347461418829539,160,23,0
3839,2006-06-09 23:00:00,4,2006,6,9,23,11.312850580021461,160,23,0
3840,2006-06-10 00:00:00,5,2006,6,10,0,11.079050832154678,161,23,0
3841,2006-06-10 01:00:00,5,2006,6,10,1,11.033844838609468,161,23,0
3842,2006-06-10 02:00:00,5,2006,6,10,2,11.142621760577697,161,23,0
3843,2006-06-10 03:00:00,5,2006,6,10,3,10.304191849043377,161,23,0
3844,2006-06-10 04:00:00,5,2006,6,10,4,10.277350790375863,161,23,0
3845,2006-06-10 05:00:00,5,2006,6,10,5,10.121248843914998,161,23,0
3846,2006-06-10 06:00:00,5,2006,6,10,6,10.0371939496668,161,23,0
3847,2006-06-10 07:00:00,5,2006,6,10,7,9.748299397166761,161,23,0
3848,2006-06-10 08:00:00,5,2006,6,10,8,8.979091163248597,161,23,0
3849,2006-06-10 09:00:00,5,2006,6,10,9,8.368103906738781,161,23,0
3850,2006-06-10 10:00:00,5,2006,6,10,10,9.110471081989488,161,23,0
3851,2006-06-10 11:00:00,5,2006,6,10,11,8.027646267851196,161,23,0
3852,2006-06-10 12:00:00,5,2006,6,10,12,8.86395714843809,161,23,0
3853,2006-06-10 13:00:00,5,2006,6,10,13,10.018122671139906,161,23,0
3854,2006-06-10 14:00:00,5,2006,6,10,14,10.317612378377135,161,23,0
3855,2006-06-10 15:00:00,5,2006,6,10,15,11.623641785644963,161,23,0
3856,2006-06-10 16:00:00,5,2006,6,10,16,11.523340987466497,161,23,0
3857,2006-06-10 17:00:00,5,2006,6,10,17,11.842608316879705,161,23,0
3858,2006-06-10 18:00:00,5,2006,6,10,18,11.539586891396766,161,23,0
3859,2006-06-10 19:00:00,5,2006,6,10,19,11.28459683405572,161,23,0
3860,2006-06-10 20:00:00,5,2006,6,10,20,10.887631703236593,161,23,0
3861,2006-06-10 21:00:00,5,2006,6,10,21,10.273819072130152,161,23,0
3862,2006-06-10 22:00:00,5,2006,6,10,22,7.940059655357288,161,23,0
3863,2006-06-10 23:00:00,5,2006,6,10,23,7.018987536873112,161,23,0
3864,2020-06-10 00:00:00,2,2020,6,10,0,12.297760474237464,162,24,0
3865,2020-06-10 01:00:00,2,2020,6,10,1,10.519429208882627,162,24,0
